sample_id,split,target_id,view,sequence_name,template_frame_id,search_frame_id,group,pair_id,balanced_primary,occlusion,out_of_view,bbox_valid,bbox_x,bbox_y,bbox_w,bbox_h,causal_max_gap,template_rule
d2p1-train-md3005-1-000924-natural,train,md3005,A,md3005-1,905,924,natural,,True,1,0,True,777.0,184.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000925-natural,train,md3005,A,md3005-1,905,925,natural,,True,1,0,True,781.0,184.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000926-natural,train,md3005,A,md3005-1,905,926,natural,,True,1,0,True,784.0,184.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000927-natural,train,md3005,A,md3005-1,905,927,natural,,True,1,0,True,788.0,185.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000928-natural,train,md3005,A,md3005-1,905,928,natural,,True,1,0,True,791.0,185.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000929-natural,train,md3005,A,md3005-1,905,929,natural,,True,1,0,True,795.0,185.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000930-natural,train,md3005,A,md3005-1,905,930,natural,,True,1,0,True,799.0,186.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000931-natural,train,md3005,A,md3005-1,905,931,natural,,True,1,0,True,801.0,186.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000932-natural,train,md3005,A,md3005-1,905,932,natural,,True,1,0,True,803.0,186.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000933-natural,train,md3005,A,md3005-1,905,933,natural,,True,1,0,True,805.0,187.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000934-natural,train,md3005,A,md3005-1,905,934,natural,,True,1,0,True,808.0,187.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000935-natural,train,md3005,A,md3005-1,905,935,natural,,True,1,0,True,810.0,188.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000936-natural,train,md3005,A,md3005-1,905,936,natural,,True,1,0,True,812.0,188.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000937-natural,train,md3005,A,md3005-1,905,937,natural,,True,1,0,True,815.0,188.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000938-natural,train,md3005,A,md3005-1,905,938,natural,,True,1,0,True,817.0,189.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000939-natural,train,md3005,A,md3005-1,905,939,natural,,True,1,0,True,819.0,189.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000940-natural,train,md3005,A,md3005-1,905,940,natural,,True,1,0,True,822.0,190.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000941-natural,train,md3005,A,md3005-1,905,941,natural,,True,1,0,True,819.0,190.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000942-natural,train,md3005,A,md3005-1,905,942,natural,,True,1,0,True,817.0,190.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000943-natural,train,md3005,A,md3005-1,905,943,natural,,True,1,0,True,814.0,190.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000944-natural,train,md3005,A,md3005-1,905,944,natural,,True,1,0,True,812.0,190.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000945-natural,train,md3005,A,md3005-1,905,945,natural,,True,1,0,True,810.0,191.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000946-natural,train,md3005,A,md3005-1,905,946,natural,,True,1,0,True,807.0,191.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000947-natural,train,md3005,A,md3005-1,905,947,natural,,True,1,0,True,805.0,191.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000948-natural,train,md3005,A,md3005-1,905,948,natural,,True,1,0,True,802.0,191.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000949-natural,train,md3005,A,md3005-1,905,949,natural,,True,1,0,True,800.0,191.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000950-natural,train,md3005,A,md3005-1,905,950,natural,,True,1,0,True,798.0,192.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000951-natural,train,md3005,A,md3005-1,905,951,natural,,True,1,0,True,799.0,192.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000952-natural,train,md3005,A,md3005-1,905,952,natural,,True,1,0,True,801.0,193.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000953-natural,train,md3005,A,md3005-1,905,953,natural,,True,1,0,True,802.0,193.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000954-natural,train,md3005,A,md3005-1,905,954,natural,,True,1,0,True,804.0,194.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000955-natural,train,md3005,A,md3005-1,905,955,natural,,True,1,0,True,805.0,195.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000956-natural,train,md3005,A,md3005-1,905,956,natural,,True,1,0,True,807.0,195.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000957-natural,train,md3005,A,md3005-1,905,957,natural,,True,1,0,True,808.0,196.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000958-natural,train,md3005,A,md3005-1,905,958,natural,,True,1,0,True,810.0,196.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000959-natural,train,md3005,A,md3005-1,905,959,natural,,True,1,0,True,811.0,197.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000960-natural,train,md3005,A,md3005-1,905,960,natural,,True,1,0,True,813.0,198.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000961-natural,train,md3005,A,md3005-1,905,961,natural,,True,1,0,True,812.0,198.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000962-natural,train,md3005,A,md3005-1,905,962,natural,,True,1,0,True,812.0,199.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000963-natural,train,md3005,A,md3005-1,905,963,natural,,True,1,0,True,811.0,199.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000964-natural,train,md3005,A,md3005-1,905,964,natural,,True,1,0,True,811.0,200.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000965-natural,train,md3005,A,md3005-1,905,965,natural,,True,1,0,True,811.0,200.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000966-natural,train,md3005,A,md3005-1,905,966,natural,,True,1,0,True,810.0,201.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000967-natural,train,md3005,A,md3005-1,905,967,natural,,True,1,0,True,810.0,201.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000968-natural,train,md3005,A,md3005-1,905,968,natural,,True,1,0,True,809.0,202.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000969-natural,train,md3005,A,md3005-1,905,969,natural,,True,1,0,True,809.0,202.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000970-natural,train,md3005,A,md3005-1,905,970,natural,,True,1,0,True,809.0,203.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000971-natural,train,md3005,A,md3005-1,905,971,natural,,True,1,0,True,808.0,204.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000972-natural,train,md3005,A,md3005-1,905,972,natural,,True,1,0,True,808.0,205.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000973-natural,train,md3005,A,md3005-1,905,973,natural,,True,1,0,True,808.0,206.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000974-natural,train,md3005,A,md3005-1,905,974,natural,,True,1,0,True,808.0,207.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000975-natural,train,md3005,A,md3005-1,905,975,natural,,True,1,0,True,808.0,208.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000976-natural,train,md3005,A,md3005-1,905,976,natural,,True,1,0,True,807.0,209.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000977-natural,train,md3005,A,md3005-1,905,977,natural,,True,1,0,True,807.0,210.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000978-natural,train,md3005,A,md3005-1,905,978,natural,,True,1,0,True,807.0,211.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000979-natural,train,md3005,A,md3005-1,905,979,natural,,True,1,0,True,807.0,212.0,12.0,25.0,200,latest_prior_same_view_visible
d2p1-train-md3005-1-000984-clean,train,md3005,A,md3005-1,983,984,clean,d2p1-train-md3005-A-00065,True,0,0,True,805.0,216.0,12.0,25.0,200,latest_prior_common_visible
d2p1-train-md3005-1-000984-synthetic,train,md3005,A,md3005-1,983,984,synthetic,d2p1-train-md3005-A-00065,True,0,0,True,805.0,216.0,12.0,25.0,200,latest_prior_common_visible
d2p1-train-md3005-1-000994-clean,train,md3005,A,md3005-1,993,994,clean,d2p1-train-md3005-A-00066,True,0,0,True,798.0,225.0,13.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-000994-synthetic,train,md3005,A,md3005-1,993,994,synthetic,d2p1-train-md3005-A-00066,True,0,0,True,798.0,225.0,13.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001042-clean,train,md3005,A,md3005-1,1002,1042,clean,d2p1-train-md3005-A-00067,True,0,0,True,797.0,224.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001042-synthetic,train,md3005,A,md3005-1,1002,1042,synthetic,d2p1-train-md3005-A-00067,True,0,0,True,797.0,224.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001051-clean,train,md3005,A,md3005-1,1050,1051,clean,d2p1-train-md3005-A-00068,True,0,0,True,804.0,223.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001051-synthetic,train,md3005,A,md3005-1,1050,1051,synthetic,d2p1-train-md3005-A-00068,True,0,0,True,804.0,223.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001061-clean,train,md3005,A,md3005-1,1060,1061,clean,d2p1-train-md3005-A-00069,True,0,0,True,814.0,221.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001061-synthetic,train,md3005,A,md3005-1,1060,1061,synthetic,d2p1-train-md3005-A-00069,True,0,0,True,814.0,221.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001070-clean,train,md3005,A,md3005-1,1069,1070,clean,d2p1-train-md3005-A-00070,True,0,0,True,826.0,231.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001070-synthetic,train,md3005,A,md3005-1,1069,1070,synthetic,d2p1-train-md3005-A-00070,True,0,0,True,826.0,231.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001080-clean,train,md3005,A,md3005-1,1079,1080,clean,d2p1-train-md3005-A-00071,True,0,0,True,837.0,241.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001080-synthetic,train,md3005,A,md3005-1,1079,1080,synthetic,d2p1-train-md3005-A-00071,True,0,0,True,837.0,241.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001089-clean,train,md3005,A,md3005-1,1088,1089,clean,d2p1-train-md3005-A-00072,True,0,0,True,826.0,238.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001089-synthetic,train,md3005,A,md3005-1,1088,1089,synthetic,d2p1-train-md3005-A-00072,True,0,0,True,826.0,238.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001099-clean,train,md3005,A,md3005-1,1098,1099,clean,d2p1-train-md3005-A-00073,True,0,0,True,862.0,245.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-1-001099-synthetic,train,md3005,A,md3005-1,1098,1099,synthetic,d2p1-train-md3005-A-00073,True,0,0,True,862.0,245.0,14.0,24.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000002-clean,train,md3005,B,md3005-2,1,2,clean,d2p1-train-md3005-B-00000,True,0,0,True,599.0,356.0,9.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000002-synthetic,train,md3005,B,md3005-2,1,2,synthetic,d2p1-train-md3005-B-00000,True,0,0,True,599.0,356.0,9.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000005-clean,train,md3005,B,md3005-2,4,5,clean,d2p1-train-md3005-B-00001,True,0,0,True,598.0,357.0,9.0,14.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000005-synthetic,train,md3005,B,md3005-2,4,5,synthetic,d2p1-train-md3005-B-00001,True,0,0,True,598.0,357.0,9.0,14.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000008-clean,train,md3005,B,md3005-2,7,8,clean,d2p1-train-md3005-B-00002,True,0,0,True,598.0,358.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000008-synthetic,train,md3005,B,md3005-2,7,8,synthetic,d2p1-train-md3005-B-00002,True,0,0,True,598.0,358.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000012-clean,train,md3005,B,md3005-2,11,12,clean,d2p1-train-md3005-B-00003,True,0,0,True,597.0,357.0,11.0,19.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000012-synthetic,train,md3005,B,md3005-2,11,12,synthetic,d2p1-train-md3005-B-00003,True,0,0,True,597.0,357.0,11.0,19.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000015-clean,train,md3005,B,md3005-2,14,15,clean,d2p1-train-md3005-B-00004,True,0,0,True,599.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000015-synthetic,train,md3005,B,md3005-2,14,15,synthetic,d2p1-train-md3005-B-00004,True,0,0,True,599.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000018-clean,train,md3005,B,md3005-2,17,18,clean,d2p1-train-md3005-B-00005,True,0,0,True,600.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000018-synthetic,train,md3005,B,md3005-2,17,18,synthetic,d2p1-train-md3005-B-00005,True,0,0,True,600.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000021-clean,train,md3005,B,md3005-2,20,21,clean,d2p1-train-md3005-B-00006,True,0,0,True,601.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000021-synthetic,train,md3005,B,md3005-2,20,21,synthetic,d2p1-train-md3005-B-00006,True,0,0,True,601.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000024-clean,train,md3005,B,md3005-2,23,24,clean,d2p1-train-md3005-B-00007,True,0,0,True,602.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000024-synthetic,train,md3005,B,md3005-2,23,24,synthetic,d2p1-train-md3005-B-00007,True,0,0,True,602.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000027-clean,train,md3005,B,md3005-2,26,27,clean,d2p1-train-md3005-B-00008,True,0,0,True,603.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000027-synthetic,train,md3005,B,md3005-2,26,27,synthetic,d2p1-train-md3005-B-00008,True,0,0,True,603.0,356.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000031-clean,train,md3005,B,md3005-2,30,31,clean,d2p1-train-md3005-B-00009,True,0,0,True,604.0,355.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000031-synthetic,train,md3005,B,md3005-2,30,31,synthetic,d2p1-train-md3005-B-00009,True,0,0,True,604.0,355.0,11.0,16.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000034-clean,train,md3005,B,md3005-2,33,34,clean,d2p1-train-md3005-B-00010,True,0,0,True,604.0,354.0,11.0,17.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000034-synthetic,train,md3005,B,md3005-2,33,34,synthetic,d2p1-train-md3005-B-00010,True,0,0,True,604.0,354.0,11.0,17.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000037-clean,train,md3005,B,md3005-2,36,37,clean,d2p1-train-md3005-B-00011,True,0,0,True,605.0,353.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000037-synthetic,train,md3005,B,md3005-2,36,37,synthetic,d2p1-train-md3005-B-00011,True,0,0,True,605.0,353.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000040-clean,train,md3005,B,md3005-2,39,40,clean,d2p1-train-md3005-B-00012,True,0,0,True,606.0,353.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000040-synthetic,train,md3005,B,md3005-2,39,40,synthetic,d2p1-train-md3005-B-00012,True,0,0,True,606.0,353.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000043-clean,train,md3005,B,md3005-2,42,43,clean,d2p1-train-md3005-B-00013,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000043-synthetic,train,md3005,B,md3005-2,42,43,synthetic,d2p1-train-md3005-B-00013,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000046-clean,train,md3005,B,md3005-2,45,46,clean,d2p1-train-md3005-B-00014,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000046-synthetic,train,md3005,B,md3005-2,45,46,synthetic,d2p1-train-md3005-B-00014,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000050-clean,train,md3005,B,md3005-2,49,50,clean,d2p1-train-md3005-B-00015,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000050-synthetic,train,md3005,B,md3005-2,49,50,synthetic,d2p1-train-md3005-B-00015,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000053-clean,train,md3005,B,md3005-2,52,53,clean,d2p1-train-md3005-B-00016,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000053-synthetic,train,md3005,B,md3005-2,52,53,synthetic,d2p1-train-md3005-B-00016,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000056-clean,train,md3005,B,md3005-2,55,56,clean,d2p1-train-md3005-B-00017,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000056-synthetic,train,md3005,B,md3005-2,55,56,synthetic,d2p1-train-md3005-B-00017,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000059-clean,train,md3005,B,md3005-2,58,59,clean,d2p1-train-md3005-B-00018,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000059-synthetic,train,md3005,B,md3005-2,58,59,synthetic,d2p1-train-md3005-B-00018,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000062-clean,train,md3005,B,md3005-2,61,62,clean,d2p1-train-md3005-B-00019,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000062-synthetic,train,md3005,B,md3005-2,61,62,synthetic,d2p1-train-md3005-B-00019,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000065-clean,train,md3005,B,md3005-2,64,65,clean,d2p1-train-md3005-B-00020,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000065-synthetic,train,md3005,B,md3005-2,64,65,synthetic,d2p1-train-md3005-B-00020,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000069-clean,train,md3005,B,md3005-2,68,69,clean,d2p1-train-md3005-B-00021,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000069-synthetic,train,md3005,B,md3005-2,68,69,synthetic,d2p1-train-md3005-B-00021,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000072-clean,train,md3005,B,md3005-2,71,72,clean,d2p1-train-md3005-B-00022,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000072-synthetic,train,md3005,B,md3005-2,71,72,synthetic,d2p1-train-md3005-B-00022,True,0,0,True,606.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000075-clean,train,md3005,B,md3005-2,74,75,clean,d2p1-train-md3005-B-00023,True,0,0,True,607.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000075-synthetic,train,md3005,B,md3005-2,74,75,synthetic,d2p1-train-md3005-B-00023,True,0,0,True,607.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000078-clean,train,md3005,B,md3005-2,77,78,clean,d2p1-train-md3005-B-00024,True,0,0,True,607.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000078-synthetic,train,md3005,B,md3005-2,77,78,synthetic,d2p1-train-md3005-B-00024,True,0,0,True,607.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000081-clean,train,md3005,B,md3005-2,80,81,clean,d2p1-train-md3005-B-00025,True,0,0,True,608.0,352.0,10.0,18.0,200,latest_prior_common_visible
d2p1-train-md3005-2-000081-synthetic,train,md3005,B,md3005-2,80,81,synthetic,d2p1-train-md3005-B-00025,True,0,0,True,608.0,352.0,10.0,18.0,200,latest_prior_common_visible
